SessionUID,SessionDate,SessionType,Venue,SourceStatus,PitchUID,PitchNo,UTCDateTime,PitcherId,PitcherName,BatterId,BatterName,TaggedPitchType,AutoPitchType,PitchCall,RelSpeed,SpinRate,SpinAxis,HorzBreak,InducedVertBreak,RelHeight,RelSide,Extension,PlateLocHeight,PlateLocSide,VertApprAngle,HorzApprAngle,ExitSpeed,Angle,Direction,Distance,HangTime,HitSpinRate,ContactPositionX,ContactPositionY,ContactPositionZ,TaggedHitType,Drill,Grip,Intent,BallType,BallWeightOz,TrainingBlock,Tags
TM-SESSION-20260912-TM-100482,2026-09-12,Cage,Main Facility,Preliminary,TM-SESSION-20260912-TM-100482-H005,5,2026-09-12T16:02:40+00:00,,,TM-100482,"Cole, Marcus",Fastball,Fastball,InPlay,71.7,1845,209.3,2.5,11.1,5.29,-0.01,5.12,2.50,-0.10,-5.76,-0.05,94.2,-1.8,-0.9,185.4,2.90,3119,0.28,1.62,2.78,GroundBall,Front Toss,Standard,Max Effort,Baseball,5.125,Offseason Block 2,cage|tracked
TM-SESSION-20260912-TM-100482,2026-09-12,Cage,Main Facility,Preliminary,TM-SESSION-20260912-TM-100482-H006,6,2026-09-12T16:03:20+00:00,,,TM-100482,"Cole, Marcus",Fastball,Fastball,InPlay,72.4,1854,190.0,8.7,11.1,5.24,0.00,4.92,3.26,-0.26,-6.50,0.74,91.8,8.6,-11.1,237.9,1.54,2418,-0.36,2.09,2.49,GroundBall,Front Toss,Standard,Max Effort,Baseball,5.125,Offseason Block 2,cage|tracked
TM-SESSION-20260912-TM-100482,2026-09-12,Cage,Main Facility,Preliminary,TM-SESSION-20260912-TM-100482-H007,7,2026-09-12T16:04:00+00:00,,,TM-100482,"Cole, Marcus",Fastball,Fastball,InPlay,72.8,1804,210.1,0.5,14.0,5.37,-0.01,5.00,2.61,0.32,-5.15,0.63,92.3,1.4,11.3,167.2,5.97,3254,0.35,2.75,1.97,GroundBall,Front Toss,Standard,Compete,Baseball,5.125,Offseason Block 2,cage|tracked
TM-SESSION-20260912-TM-100482,2026-09-12,Cage,Main Facility,Preliminary,TM-SESSION-20260912-TM-100482-H008,8,2026-09-12T16:04:40+00:00,,,TM-100482,"Cole, Marcus",Fastball,Fastball,InPlay,72.3,1737,196.6,3.8,9.1,5.24,-0.29,4.94,3.14,-0.14,-5.25,-0.14,92.2,0.3,-6.0,173.0,3.35,2667,-0.40,2.34,3.18,GroundBall,Front Toss,Standard,Submax,Baseball,5.125,Offseason Block 2,cage|tracked
TM-SESSION-20260912-TM-100482,2026-09-12,Cage,Main Facility,Preliminary,TM-SESSION-20260912-TM-100482-H009,9,2026-09-12T16:05:20+00:00,,,TM-100482,"Cole, Marcus",Fastball,Fastball,InPlay,71.5,1894,195.1,3.6,8.9,5.18,0.20,5.06,2.76,-0.48,-5.95,-0.04,90.4,27.2,16.3,326.6,2.99,2709,-0.35,2.32,2.91,FlyBall,Front Toss,Standard,Compete,Baseball,5.125,Offseason Block 2,cage|tracked
TM-SESSION-20260912-TM-100482,2026-09-12,Cage,Main Facility,Preliminary,TM-SESSION-20260912-TM-100482-H010,10,2026-09-12T16:06:00+00:00,,,TM-100482,"Cole, Marcus",Fastball,Fastball,InPlay,71.4,1778,198.4,2.8,8.4,5.13,0.03,4.92,2.48,-0.03,-5.29,0.40,89.2,23.0,9.8,267.5,4.21,2880,0.21,2.06,2.90,LineDrive,Front Toss,Standard,Max Effort,Baseball,5.125,Offseason Block 2,cage|tracked
TM-SESSION-20260912-TM-100482,2026-09-12,Cage,Main Facility,Preliminary,TM-SESSION-20260912-TM-100482-H011,11,2026-09-12T16:06:40+00:00,,,TM-100482,"Cole, Marcus",Fastball,Fastball,InPlay,70.8,1889,205.3,5.2,12.7,5.23,0.03,4.99,2.06,0.14,-4.84,1.22,91.0,16.3,-29.1,240.4,3.48,2566,0.10,1.91,2.47,LineDrive,Front Toss,Standard,Max Effort,Baseball,5.125,Offseason Block 2,cage|tracked
TM-SESSION-20260912-TM-100482,2026-09-12,Cage,Main Facility,Preliminary,TM-SESSION-20260912-TM-100482-H012,12,2026-09-12T16:07:20+00:00,,,TM-100482,"Cole, Marcus",Fastball,Fastball,InPlay,72.6,1857,207.0,2.2,14.1,5.30,0.01,5.02,2.54,-0.17,-4.74,0.35,94.7,15.3,35.8,253.9,4.21,3230,-0.24,2.46,2.73,LineDrive,Front Toss,Standard,Submax,Baseball,5.125,Offseason Block 2,cage|tracked
TM-SESSION-20260912-TM-100482,2026-09-12,Cage,Main Facility,Preliminary,TM-SESSION-20260912-TM-100482-H013,13,2026-09-12T16:08:00+00:00,,,TM-100482,"Cole, Marcus",Fastball,Fastball,InPlay,70.8,1822,193.4,2.4,4.5,5.28,0.15,5.00,2.61,-0.53,-5.62,1.37,91.0,18.8,-29.5,269.0,3.24,3563,0.33,2.31,2.90,LineDrive,Front Toss,Standard,Submax,Baseball,5.125,Offseason Block 2,cage|tracked
TM-SESSION-20260912-TM-100482,2026-09-12,Cage,Main Facility,Preliminary,TM-SESSION-20260912-TM-100482-H014,14,2026-09-12T16:08:40+00:00,,,TM-100482,"Cole, Marcus",Fastball,Fastball,InPlay,72.7,1874,201.8,4.9,10.1,5.20,-0.08,4.96,3.23,-0.19,-5.42,-0.79,93.0,8.0,-28.8,201.7,2.67,2179,0.02,2.14,2.95,GroundBall,Front Toss,Standard,Compete,Baseball,5.125,Offseason Block 2,cage|tracked
TM-SESSION-20260912-TM-100482,2026-09-12,Cage,Main Facility,Preliminary,TM-SESSION-20260912-TM-100482-H015,15,2026-09-12T16:09:20+00:00,,,TM-100482,"Cole, Marcus",Fastball,Fastball,InPlay,72.2,1919,197.0,4.8,13.5,5.03,0.10,5.05,2.61,0.24,-6.29,0.12,87.0,14.8,6.7,235.8,2.09,3148,-0.43,2.24,2.26,LineDrive,Front Toss,Standard,Max Effort,Baseball,5.125,Offseason Block 2,cage|tracked
TM-SESSION-20260912-TM-100482,2026-09-12,Cage,Main Facility,Preliminary,TM-SESSION-20260912-TM-100482-H016,16,2026-09-12T16:10:00+00:00,,,TM-100482,"Cole, Marcus",Fastball,Fastball,InPlay,73.4,1777,208.5,6.2,7.0,5.11,-0.13,4.93,2.57,-0.28,-6.40,-0.56,88.1,-0.2,-11.9,159.6,5.32,1971,0.03,2.58,1.94,GroundBall,Front Toss,Standard,Submax,Baseball,5.125,Offseason Block 2,cage|tracked
TM-SESSION-20260912-TM-100482,2026-09-12,Cage,Main Facility,Preliminary,TM-SESSION-20260912-TM-100482-H017,17,2026-09-12T16:10:40+00:00,,,TM-100482,"Cole, Marcus",Fastball,Fastball,InPlay,72.4,1757,212.2,7.9,10.1,5.09,-0.12,4.90,2.75,-0.18,-4.45,-0.20,96.9,17.7,-17.4,260.1,7.10,3473,-0.15,1.78,2.80,LineDrive,Front Toss,Standard,Submax,Baseball,5.125,Offseason Block 2,cage|tracked
TM-SESSION-20260912-TM-100482,2026-09-12,Cage,Main Facility,Preliminary,TM-SESSION-20260912-TM-100482-H018,18,2026-09-12T16:11:20+00:00,,,TM-100482,"Cole, Marcus",Fastball,Fastball,InPlay,70.9,2008,209.7,1.8,12.0,5.26,-0.06,5.03,2.47,-0.76,-5.79,1.19,89.5,13.7,-19.5,244.2,3.14,2221,0.03,2.50,2.21,LineDrive,Front Toss,Standard,Submax,Baseball,5.125,Offseason Block 2,cage|tracked
TM-SESSION-20260912-TM-100482,2026-09-12,Cage,Main Facility,Preliminary,TM-SESSION-20260912-TM-100482-H019,19,2026-09-12T16:12:00+00:00,,,TM-100482,"Cole, Marcus",Fastball,Fastball,InPlay,73.2,1788,204.8,2.8,11.3,5.15,-0.05,5.11,2.53,0.87,-5.06,0.01,91.8,0.0,-16.5,186.7,4.34,2859,0.22,2.65,2.70,GroundBall,Front Toss,Standard,Compete,Baseball,5.125,Offseason Block 2,cage|tracked
TM-SESSION-20260912-TM-100482,2026-09-12,Cage,Main Facility,Preliminary,TM-SESSION-20260912-TM-100482-H020,20,2026-09-12T16:12:40+00:00,,,TM-100482,"Cole, Marcus",Fastball,Fastball,InPlay,72.1,1947,200.3,1.9,8.6,5.06,-0.05,5.03,2.33,-0.48,-4.91,-0.14,93.5,18.2,10.1,265.9,5.54,2422,-0.18,1.82,3.21,LineDrive,Front Toss,Standard,Max Effort,Baseball,5.125,Offseason Block 2,cage|tracked
TM-SESSION-20260912-TM-100482,2026-09-12,Cage,Main Facility,Preliminary,TM-SESSION-20260912-TM-100482-H021,21,2026-09-12T16:13:20+00:00,,,TM-100482,"Cole, Marcus",Fastball,Fastball,InPlay,72.9,1774,192.5,2.5,12.5,5.29,0.04,4.93,2.36,-0.19,-5.15,0.17,89.2,-1.3,17.8,135.9,3.95,2452,-0.23,1.76,3.06,GroundBall,Front Toss,Standard,Max Effort,Baseball,5.125,Offseason Block 2,cage|tracked
TM-SESSION-20260912-TM-100482,2026-09-12,Cage,Main Facility,Preliminary,TM-SESSION-20260912-TM-100482-H022,22,2026-09-12T16:14:00+00:00,,,TM-100482,"Cole, Marcus",Fastball,Fastball,InPlay,71.8,1683,202.4,5.0,12.6,5.29,0.01,4.82,2.65,-0.08,-5.44,0.87,96.1,33.6,37.4,313.9,3.75,2924,-0.59,2.00,3.28,FlyBall,Front Toss,Standard,Max Effort,Baseball,5.125,Offseason Block 2,cage|tracked
TM-SESSION-20260912-TM-100482,2026-09-12,Cage,Main Facility,Preliminary,TM-SESSION-20260912-TM-100482-H023,23,2026-09-12T16:14:40+00:00,,,TM-100482,"Cole, Marcus",Fastball,Fastball,InPlay,72.0,1772,190.3,1.8,4.9,5.26,0.21,4.99,2.73,0.70,-5.90,1.77,90.2,19.7,6.9,279.6,2.02,2153,-0.40,1.78,2.95,LineDrive,Front Toss,Standard,Compete,Baseball,5.125,Offseason Block 2,cage|tracked
TM-SESSION-20260912-TM-100482,2026-09-12,Cage,Main Facility,Preliminary,TM-SESSION-20260912-TM-100482-H024,24,2026-09-12T16:15:20+00:00,,,TM-100482,"Cole, Marcus",Fastball,Fastball,InPlay,72.5,1843,195.2,2.2,10.8,5.28,0.05,5.04,2.25,-0.01,-5.24,-0.45,90.5,2.0,-33.3,161.4,3.47,2057,-0.31,2.18,3.23,GroundBall,Front Toss,Standard,Submax,Baseball,5.125,Offseason Block 2,cage|tracked
TM-SESSION-20260912-TM-100482,2026-09-12,Cage,Main Facility,Preliminary,TM-SESSION-20260912-TM-100482-H025,25,2026-09-12T16:16:00+00:00,,,TM-100482,"Cole, Marcus",Fastball,Fastball,InPlay,72.2,1930,209.9,5.2,9.7,5.28,-0.06,4.94,2.55,0.09,-5.54,1.06,92.4,16.9,19.8,259.3,4.57,2184,-0.29,2.25,2.90,LineDrive,Front Toss,Standard,Submax,Baseball,5.125,Offseason Block 2,cage|tracked
TM-SESSION-20260912-TM-100515,2026-09-12,Cage,Main Facility,Preliminary,TM-SESSION-20260912-TM-100515-H001,1,2026-09-12T16:00:00+00:00,,,TM-100515,"Carter, Alex",Fastball,Fastball,InPlay,72.5,1939,211.7,5.3,8.4,5.27,-0.04,4.88,2.24,0.30,-4.66,-0.14,85.3,1.0,6.9,155.8,4.41,3262,-0.03,2.22,2.52,GroundBall,Live BP,Standard,Submax,Baseball,5.125,Offseason Block 2,cage|tracked
TM-SESSION-20260912-TM-100515,2026-09-12,Cage,Main Facility,Preliminary,TM-SESSION-20260912-TM-100515-H002,2,2026-09-12T16:00:40+00:00,,,TM-100515,"Carter, Alex",Fastball,Fastball,InPlay,72.3,1809,209.9,3.4,12.9,5.10,0.03,5.10,2.68,-0.19,-5.21,0.03,87.5,33.6,21.2,264.7,3.09,2865,-0.26,2.48,2.81,FlyBall,Live BP,Standard,Compete,Baseball,5.125,Offseason Block 2,cage|tracked
TM-SESSION-20260912-TM-100515,2026-09-12,Cage,Main Facility,Preliminary,TM-SESSION-20260912-TM-100515-H003,3,2026-09-12T16:01:20+00:00,,,TM-100515,"Carter, Alex",Fastball,Fastball,InPlay,73.1,1950,196.5,0.8,11.3,5.21,0.11,4.94,3.20,-0.29,-5.75,-0.01,85.2,20.8,5.1,252.7,3.01,3285,-0.37,2.16,2.66,LineDrive,Live BP,Standard,Max Effort,Baseball,5.125,Offseason Block 2,cage|tracked
TM-SESSION-20260912-TM-100515,2026-09-12,Cage,Main Facility,Preliminary,TM-SESSION-20260912-TM-100515-H004,4,2026-09-12T16:02:00+00:00,,,TM-100515,"Carter, Alex",Fastball,Fastball,InPlay,71.3,1733,204.1,3.4,9.0,5.17,-0.01,4.90,2.25,-0.09,-4.90,-0.12,89.3,-14.6,-29.2,102.1,4.71,2248,-0.03,2.54,3.35,GroundBall,Live BP,Standard,Max Effort,Baseball,5.125,Offseason Block 2,cage|tracked
TM-SESSION-20260912-TM-100515,2026-09-12,Cage,Main Facility,Preliminary,TM-SESSION-20260912-TM-100515-H005,5,2026-09-12T16:02:40+00:00,,,TM-100515,"Carter, Alex",Fastball,Fastball,InPlay,71.9,1786,212.7,8.0,11.2,5.28,-0.03,4.96,2.79,-0.56,-5.62,-0.16,91.7,33.3,1.4,274.1,4.83,2854,0.38,2.11,2.50,FlyBall,Live BP,Standard,Submax,Baseball,5.125,Offseason Block 2,cage|tracked
TM-SESSION-20260912-TM-100515,2026-09-12,Cage,Main Facility,Preliminary,TM-SESSION-20260912-TM-100515-H006,6,2026-09-12T16:03:20+00:00,,,TM-100515,"Carter, Alex",Fastball,Fastball,InPlay,71.2,1811,204.1,7.4,10.0,5.26,-0.05,5.12,2.25,0.20,-5.66,-0.81,82.8,1.4,15.5,149.9,1.53,2143,0.44,1.81,2.63,GroundBall,Live BP,Standard,Compete,Baseball,5.125,Offseason Block 2,cage|tracked
TM-SESSION-20260912-TM-100515,2026-09-12,Cage,Main Facility,Preliminary,TM-SESSION-20260912-TM-100515-H007,7,2026-09-12T16:04:00+00:00,,,TM-100515,"Carter, Alex",Fastball,Fastball,InPlay,71.3,1835,199.1,1.8,6.5,5.23,-0.12,5.15,2.28,-0.25,-5.90,0.11,84.1,46.1,14.2,159.3,3.74,2481,0.44,2.41,3.05,FlyBall,Live BP,Standard,Submax,Baseball,5.125,Offseason Block 2,cage|tracked
TM-SESSION-20260912-TM-100515,2026-09-12,Cage,Main Facility,Preliminary,TM-SESSION-20260912-TM-100515-H008,8,2026-09-12T16:04:40+00:00,,,TM-100515,"Carter, Alex",Fastball,Fastball,InPlay,69.8,1781,203.3,4.3,8.7,5.23,-0.11,4.97,2.23,-0.54,-5.08,-0.15,83.5,-2.4,-21.8,117.1,4.86,3221,-0.01,2.07,2.82,GroundBall,Live BP,Standard,Compete,Baseball,5.125,Offseason Block 2,cage|tracked
TM-SESSION-20260912-TM-100515,2026-09-12,Cage,Main Facility,Preliminary,TM-SESSION-20260912-TM-100515-H009,9,2026-09-12T16:05:20+00:00,,,TM-100515,"Carter, Alex",Fastball,Fastball,InPlay,73.1,1669,193.6,4.9,12.8,5.15,-0.15,4.98,2.43,-0.18,-5.68,0.40,86.3,21.8,-22.3,249.7,3.18,2790,0.25,2.00,2.78,LineDrive,Live BP,Standard,Submax,Baseball,5.125,Offseason Block 2,cage|tracked
TM-SESSION-20260912-TM-100515,2026-09-12,Cage,Main Facility,Preliminary,TM-SESSION-20260912-TM-100515-H010,10,2026-09-12T16:06:00+00:00,,,TM-100515,"Carter, Alex",Fastball,Fastball,InPlay,71.1,1888,191.7,1.9,8.2,5.00,0.04,5.02,2.51,0.07,-6.34,0.35,84.2,38.0,-23.6,218.3,3.12,2156,0.01,2.12,2.43,FlyBall,Live BP,Standard,Compete,Baseball,5.125,Offseason Block 2,cage|tracked
TM-SESSION-20260912-TM-100515,2026-09-12,Cage,Main Facility,Preliminary,TM-SESSION-20260912-TM-100515-H011,11,2026-09-12T16:06:40+00:00,,,TM-100515,"Carter, Alex",Fastball,Fastball,InPlay,70.4,1884,198.2,2.9,8.0,5.10,0.08,4.83,2.43,0.16,-5.24,-0.32,84.6,21.8,42.7,260.0,3.63,2346,-0.32,2.72,2.55,LineDrive,Live BP,Standard,Max Effort,Baseball,5.125,Offseason Block 2,cage|tracked
TM-SESSION-20260912-TM-100515,2026-09-12,Cage,Main Facility,Preliminary,TM-SESSION-20260912-TM-100515-H012,12,2026-09-12T16:07:20+00:00,,,TM-100515,"Carter, Alex",Fastball,Fastball,InPlay,72.9,1840,200.9,1.1,10.2,5.25,-0.05,4.96,2.63,-0.07,-5.20,-1.48,86.3,13.1,19.1,207.8,4.99,2740,0.41,2.03,2.20,LineDrive,Live BP,Standard,Max Effort,Baseball,5.125,Offseason Block 2,cage|tracked
TM-SESSION-20260912-TM-100515,2026-09-12,Cage,Main Facility,Preliminary,TM-SESSION-20260912-TM-100515-H013,13,2026-09-12T16:08:00+00:00,,,TM-100515,"Carter, Alex",Fastball,Fastball,InPlay,74.8,1937,191.2,1.7,10.3,5.26,0.06,4.94,2.78,-0.51,-5.66,-0.40,92.4,-7.4,19.6,142.9,4.75,2329,0.60,2.49,2.81,GroundBall,Live BP,Standard,Compete,Baseball,5.125,Offseason Block 2,cage|tracked
TM-SESSION-20260912-TM-100515,2026-09-12,Cage,Main Facility,Preliminary,TM-SESSION-20260912-TM-100515-H014,14,2026-09-12T16:08:40+00:00,,,TM-100515,"Carter, Alex",Fastball,Fastball,InPlay,72.9,1892,204.6,4.5,7.6,5.33,0.06,4.81,2.31,0.20,-6.40,-0.32,87.5,5.5,-9.9,212.3,4.85,2617,-0.54,2.17,2.88,GroundBall,Live BP,Standard,Compete,Baseball,5.125,Offseason Block 2,cage|tracked
TM-SESSION-20260912-TM-100515,2026-09-12,Cage,Main Facility,Preliminary,TM-SESSION-20260912-TM-100515-H015,15,2026-09-12T16:09:20+00:00,,,TM-100515,"Carter, Alex",Fastball,Fastball,InPlay,71.5,1775,191.7,7.8,8.2,5.11,0.00,5.19,2.74,0.24,-5.32,-0.57,84.5,24.5,20.6,279.2,3.97,3222,-0.22,2.63,2.81,LineDrive,Live BP,Standard,Max Effort,Baseball,5.125,Offseason Block 2,cage|tracked
TM-SESSION-20260912-TM-100515,2026-09-12,Cage,Main Facility,Preliminary,TM-SESSION-20260912-TM-100515-H016,16,2026-09-12T16:10:00+00:00,,,TM-100515,"Carter, Alex",Fastball,Fastball,InPlay,72.4,1762,211.3,4.6,10.2,5.21,0.16,4.87,2.64,-0.02,-6.37,-0.73,88.4,13.3,16.5,232.5,5.31,2731,-0.66,2.58,3.30,LineDrive,Live BP,Standard,Max Effort,Baseball,5.125,Offseason Block 2,cage|tracked
TM-SESSION-20260912-TM-100515,2026-09-12,Cage,Main Facility,Preliminary,TM-SESSION-20260912-TM-100515-H017,17,2026-09-12T16:10:40+00:00,,,TM-100515,"Carter, Alex",Fastball,Fastball,InPlay,71.4,1796,213.5,4.4,13.2,5.18,0.01,5.14,2.40,0.14,-4.69,-0.48,84.2,10.3,36.0,177.1,3.31,2447,-0.66,2.19,3.10,LineDrive,Live BP,Standard,Compete,Baseball,5.125,Offseason Block 2,cage|tracked
TM-SESSION-20260912-TM-100515,2026-09-12,Cage,Main Facility,Preliminary,TM-SESSION-20260912-TM-100515-H018,18,2026-09-12T16:11:20+00:00,,,TM-100515,"Carter, Alex",Fastball,Fastball,InPlay,72.5,1780,202.8,4.6,8.4,5.31,0.00,4.82,2.42,-0.19,-5.89,-0.64,86.1,17.8,23.6,257.7,4.89,3210,0.21,1.93,2.89,LineDrive,Live BP,Standard,Submax,Baseball,5.125,Offseason Block 2,cage|tracked
TM-SESSION-20260912-TM-100515,2026-09-12,Cage,Main Facility,Preliminary,TM-SESSION-20260912-TM-100515-H019,19,2026-09-12T16:12:00+00:00,,,TM-100515,"Carter, Alex",Fastball,Fastball,InPlay,73.2,2007,193.9,6.7,6.5,5.15,0.02,5.15,2.42,0.37,-6.12,-0.07,84.6,27.4,6.3,297.6,3.39,2776,0.31,1.56,2.97,FlyBall,Live BP,Standard,Max Effort,Baseball,5.125,Offseason Block 2,cage|tracked
TM-SESSION-20260912-TM-100515,2026-09-12,Cage,Main Facility,Preliminary,TM-SESSION-20260912-TM-100515-H020,20,2026-09-12T16:12:40+00:00,,,TM-100515,"Carter, Alex",Fastball,Fastball,InPlay,74.0,1866,190.6,2.9,6.0,5.21,-0.14,4.98,2.50,-0.24,-5.23,0.81,85.6,19.3,27.5,248.6,5.56,2568,1.02,2.29,3.09,LineDrive,Live BP,Standard,Compete,Baseball,5.125,Offseason Block 2,cage|tracked
TM-SESSION-20260912-TM-100515,2026-09-12,Cage,Main Facility,Preliminary,TM-SESSION-20260912-TM-100515-H021,21,2026-09-12T16:13:20+00:00,,,TM-100515,"Carter, Alex",Fastball,Fastball,InPlay,72.5,1845,199.5,5.4,8.3,5.13,0.01,5.09,2.15,-0.30,-6.01,-0.54,78.8,20.7,-20.0,230.0,2.16,2412,0.12,1.85,3.04,LineDrive,Live BP,Standard,Submax,Baseball,5.125,Offseason Block 2,cage|tracked
TM-SESSION-20260912-TM-100515,2026-09-12,Cage,Main Facility,Preliminary,TM-SESSION-20260912-TM-100515-H022,22,2026-09-12T16:14:00+00:00,,,TM-100515,"Carter, Alex",Fastball,Fastball,InPlay,74.6,1739,203.0,1.7,9.5,5.20,-0.13,5.09,2.85,-0.20,-5.03,-0.29,82.9,24.3,-27.4,247.8,5.45,1620,-0.18,2.33,2.94,LineDrive,Live BP,Standard,Max Effort,Baseball,5.125,Offseason Block 2,cage|tracked
TM-SESSION-20260912-TM-100515,2026-09-12,Cage,Main Facility,Preliminary,TM-SESSION-20260912-TM-100515-H023,23,2026-09-12T16:14:40+00:00,,,TM-100515,"Carter, Alex",Fastball,Fastball,InPlay,72.2,1800,203.7,4.9,10.3,5.17,0.04,5.21,2.63,0.04,-6.01,-0.33,85.2,13.9,-15.1,208.3,3.86,2174,-0.15,2.48,3.01,LineDrive,Live BP,Standard,Compete,Baseball,5.125,Offseason Block 2,cage|tracked
TM-SESSION-20260912-TM-100515,2026-09-12,Cage,Main Facility,Preliminary,TM-SESSION-20260912-TM-100515-H024,24,2026-09-12T16:15:20+00:00,,,TM-100515,"Carter, Alex",Fastball,Fastball,InPlay,72.0,1824,197.2,1.9,9.9,5.32,0.04,5.22,2.76,-0.09,-6.02,0.28,83.2,3.7,18.9,128.6,5.80,3001,-0.66,1.56,2.18,GroundBall,Live BP,Standard,Max Effort,Baseball,5.125,Offseason Block 2,cage|tracked
TM-SESSION-20260912-TM-100515,2026-09-12,Cage,Main Facility,Preliminary,TM-SESSION-20260912-TM-100515-H025,25,2026-09-12T16:16:00+00:00,,,TM-100515,"Carter, Alex",Fastball,Fastball,InPlay,71.4,2019,199.3,4.3,6.1,5.15,-0.16,5.08,2.68,-0.03,-5.68,0.70,85.1,12.6,16.8,210.8,2.69,3291,-0.21,2.64,2.77,LineDrive,Live BP,Standard,Compete,Baseball,5.125,Offseason Block 2,cage|tracked
TM-SESSION-20260912-TM-100515,2026-09-12,Cage,Main Facility,Preliminary,TM-SESSION-20260912-TM-100515-H026,26,2026-09-12T16:16:40+00:00,,,TM-100515,"Carter, Alex",Fastball,Fastball,InPlay,72.9,1960,206.3,5.1,10.9,5.09,-0.00,4.95,2.56,0.44,-5.39,-0.00,90.3,22.2,-1.2,290.0,4.21,3253,0.58,2.48,2.63,LineDrive,Live BP,Standard,Max Effort,Baseball,5.125,Offseason Block 2,cage|tracked
TM-SESSION-20260912-TM-100515,2026-09-12,Cage,Main Facility,Preliminary,TM-SESSION-20260912-TM-100515-H027,27,2026-09-12T16:17:20+00:00,,,TM-100515,"Carter, Alex",Fastball,Fastball,InPlay,72.7,1805,205.7,5.5,13.3,5.27,0.20,5.29,2.10,-0.27,-4.70,0.13,79.9,-11.9,22.1,50.2,3.14,2838,-0.21,2.13,2.84,GroundBall,Live BP,Standard,Max Effort,Baseball,5.125,Offseason Block 2,cage|tracked
TM-SESSION-20260912-TM-100515,2026-09-12,Cage,Main Facility,Preliminary,TM-SESSION-20260912-TM-100515-H028,28,2026-09-12T16:18:00+00:00,,,TM-100515,"Carter, Alex",Fastball,Fastball,InPlay,72.6,1807,199.3,5.0,16.5,5.05,-0.07,5.15,2.05,-0.67,-4.92,-0.22,86.0,12.4,10.2,209.8,4.12,1591,-0.16,1.87,3.18,LineDrive,Live BP,Standard,Max Effort,Baseball,5.125,Offseason Block 2,cage|tracked
TM-SESSION-20260912-TM-100515,2026-09-12,Cage,Main Facility,Preliminary,TM-SESSION-20260912-TM-100515-H029,29,2026-09-12T16:18:40+00:00,,,TM-100515,"Carter, Alex",Fastball,Fastball,InPlay,71.1,1673,202.7,5.7,9.7,5.14,-0.02,5.05,2.94,-0.34,-6.12,0.39,85.3,17.2,30.4,249.4,4.25,2167,-0.01,1.75,2.42,LineDrive,Live BP,Standard,Submax,Baseball,5.125,Offseason Block 2,cage|tracked
TM-SESSION-20260912-TM-100628,2026-09-12,Bullpen,Main Facility,Preliminary,TM-SESSION-20260912-TM-100628-P001,1,2026-09-12T16:00:00+00:00,TM-100628,"Herrera, Diego",,,Fastball,Fastball,BallCalled,82.7,2125,199.0,10.5,16.7,5.99,-1.80,5.75,1.88,-1.05,-6.95,1.48,,,,,,,,,,,Flat Ground,Spike,Max Effort,Baseball,5.125,Offseason Block 2,bullpen|tracked
TM-SESSION-20260912-TM-100628,2026-09-12,Bullpen,Main Facility,Preliminary,TM-SESSION-20260912-TM-100628-P002,2,2026-09-12T16:00:45+00:00,TM-100628,"Herrera, Diego",,,Fastball,Fastball,StrikeSwinging,84.7,2164,195.9,10.1,22.0,6.03,-1.79,6.04,3.00,-1.25,-7.07,0.08,,,,,,,,,,,Flat Ground,Spike,Max Effort,Baseball,5.125,Offseason Block 2,bullpen|tracked
TM-SESSION-20260912-TM-100628,2026-09-12,Bullpen,Main Facility,Preliminary,TM-SESSION-20260912-TM-100628-P003,3,2026-09-12T16:01:30+00:00,TM-100628,"Herrera, Diego",,,Fastball,Fastball,StrikeCalled,84.8,2231,207.6,9.7,21.4,5.95,-1.84,6.55,2.99,-0.34,-5.71,-1.46,,,,,,,,,,,Flat Ground,Spike,Max Effort,Baseball,5.125,Offseason Block 2,bullpen|tracked
TM-SESSION-20260912-TM-100628,2026-09-12,Bullpen,Main Facility,Preliminary,TM-SESSION-20260912-TM-100628-P004,4,2026-09-12T16:02:15+00:00,TM-100628,"Herrera, Diego",,,Fastball,Fastball,InPlay,81.8,2285,190.1,5.9,12.4,5.89,-1.80,6.19,4.59,-1.49,-5.67,2.20,,,,,,,,,,,Flat Ground,Spike,Max Effort,Baseball,5.125,Offseason Block 2,bullpen|tracked
TM-SESSION-20260912-TM-100628,2026-09-12,Bullpen,Main Facility,Preliminary,TM-SESSION-20260912-TM-100628-P005,5,2026-09-12T16:03:00+00:00,TM-100628,"Herrera, Diego",,,Slider,Slider,BallCalled,75.2,2519,221.9,3.7,13.6,5.84,-1.97,5.97,2.76,0.09,-7.49,1.88,,,,,,,,,,,Flat Ground,Spike,Max Effort,Baseball,5.125,Offseason Block 2,bullpen|tracked
TM-SESSION-20260912-TM-100628,2026-09-12,Bullpen,Main Facility,Preliminary,TM-SESSION-20260912-TM-100628-P006,6,2026-09-12T16:03:45+00:00,TM-100628,"Herrera, Diego",,,ChangeUp,ChangeUp,StrikeCalled,74.3,2310,198.7,5.2,16.4,5.79,-1.73,5.99,1.72,-1.54,-5.47,-0.86,,,,,,,,,,,Flat Ground,Spike,Max Effort,Baseball,5.125,Offseason Block 2,bullpen|tracked
